Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
321,07-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,37,362,NA
321,11-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,11,41,336,NA
321,14-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,37,202,NA
321,18-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,36,266,NA
321,21-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,35,267,NA
321,25-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,36,297,NA
321,28-11-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,36,194,NA
321,02-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,36,181,NA
321,05-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,36,273,NA
321,09-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,7,36,293,NA
321,12-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,7,35,194,NA
321,16-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,37,250,NA
321,19-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,37,300,NA
321,23-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,36,286,NA
321,26-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,7,40,307,NA
321,30-12-2015,Rajasthan,Udaipur,"Regional Office,MIA,Udaipur",Rajasthan State Pollution Control Board,Industrial Area,6,37,283,NA
325,02-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,67,NA
325,06-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,28,153,NA
325,09-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,29,208,NA
325,13-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,205,NA
325,16-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,229,NA
325,20-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,233,NA
325,23-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,135,NA
325,27-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,171,NA
325,30-01-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,221,NA
325,03-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,118,NA
325,06-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,99,NA
325,10-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,141,NA
325,13-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,152,NA
325,17-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,28,150,NA
325,20-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,168,NA
325,24-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,105,NA
325,27-02-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,24,122,NA
325,03-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,141,NA
325,06-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,127,NA
325,10-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,165,NA
325,13-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,35,143,NA
325,17-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,70,NA
325,20-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,112,NA
325,24-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,37,207,NA
325,27-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,144,NA
325,31-03-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,33,152,NA
325,03-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,103,NA
325,07-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,66,NA
325,10-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,121,NA
325,14-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,47,NA
325,17-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,127,NA
325,21-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,149,NA
325,24-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,137,NA
325,28-04-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,288,NA
325,01-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,208,NA
325,05-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,175,NA
325,08-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,170,NA
325,12-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,81,NA
325,15-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,82,NA
325,19-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,213,NA
325,22-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,90,NA
325,26-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,111,NA
325,29-05-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,236,NA
325,02-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,173,NA
325,05-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,180,NA
325,09-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,77,NA
325,12-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,35,82,NA
325,16-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,71,NA
325,19-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,111,NA
325,23-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,68,NA
325,26-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,39,61,NA
325,30-06-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,51,NA
325,03-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,88,NA
325,07-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,83,NA
325,10-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,38,52,NA
325,14-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,50,NA
325,17-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,37,67,NA
325,21-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,38,113,NA
325,24-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,37,68,NA
325,28-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,44,NA
325,31-07-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,33,NA
325,04-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,51,NA
325,07-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,62,NA
325,11-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,38,72,NA
325,14-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,55,NA
325,18-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,23,NA
325,21-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,52,NA
325,25-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,35,NA
325,28-08-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,48,NA
325,01-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,69,NA
325,04-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,73,NA
325,08-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,38,78,NA
325,11-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,68,NA
325,15-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,55,NA
325,18-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,26,NA
325,22-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,63,NA
325,25-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,57,NA
325,29-09-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,69,NA
325,02-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,126,NA
325,06-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,103,NA
325,09-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,101,NA
325,13-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,78,NA
325,16-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,137,NA
325,20-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,31,124,NA
325,23-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,128,NA
325,27-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,27,130,NA
325,30-10-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,92,NA
325,03-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,33,121,NA
325,06-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,134,NA
325,10-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,42,167,NA
325,13-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,37,241,NA
325,17-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,147,NA
325,20-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,40,220,NA
325,24-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,44,232,NA
325,27-11-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,191,NA
325,01-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,169,NA
325,04-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,47,214,NA
325,08-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",8,47,184,NA
325,11-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,42,137,NA
325,15-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,36,153,NA
325,18-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,43,229,NA
325,22-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,53,229,NA
325,25-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,66,238,NA
325,29-12-2015,Rajasthan,Kota,"Samcore Glass Ltd., Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,60,245,NA
326,03-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,31,107,NA
326,07-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,31,140,NA
326,10-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,31,169,NA
326,14-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,175,NA
326,17-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,33,227,NA
326,21-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,28,339,NA
326,24-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,31,184,NA
326,28-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,31,136,NA
326,31-01-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,171,NA
326,04-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,30,116,NA
326,07-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,30,103,NA
326,11-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,30,105,NA
326,14-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,130,NA
326,18-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,29,130,NA
326,21-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,30,122,NA
326,25-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,30,278,NA
326,28-02-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,26,104,NA
326,04-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,72,NA
326,07-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,133,NA
326,11-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,32,132,NA
326,14-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,95,NA
326,18-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,84,NA
326,21-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,113,NA
326,25-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,130,NA
326,28-03-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,197,NA
326,01-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,150,NA
326,04-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,82,NA
326,08-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,105,NA
326,11-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,34,77,NA
326,15-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,56,NA
326,18-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,139,NA
326,22-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,141,NA
326,25-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,104,NA
326,29-04-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,149,NA
326,02-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,136,NA
326,06-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,139,NA
326,09-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,139,NA
326,13-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,35,77,NA
326,16-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,117,NA
326,20-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,263,NA
326,23-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,130,NA
326,27-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,126,NA
326,30-05-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,115,NA
326,03-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,87,NA
326,06-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,93,NA
326,10-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,131,NA
326,13-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,115,NA
326,17-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,95,NA
326,20-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,84,NA
326,24-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,34,39,NA
326,27-06-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,63,NA
326,01-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,29,60,NA
326,04-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,89,NA
326,08-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,70,NA
326,11-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,33,NA
326,15-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,62,NA
326,18-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,34,47,NA
326,22-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,34,65,NA
326,25-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",7,33,43,NA
326,29-07-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,32,19,NA
326,01-08-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,38,NA
326,05-08-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,30,48,NA
326,08-08-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,30,58,NA
326,12-08-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,33,58,NA
326,19-08-2015,Rajasthan,Kota,"Municipal Corporation Building, Kota",Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,31,29,NA
